saving,actual_price,diff,make,odometer,year,model,body_style,kbb_price,state,city,ext_color,int_color,car_url,drive_line,transmission,city_fuel_economy,engine,doors,vin,zipCode,driveTrain,classification,trim,uuid,account_id
0.0,15175,0,Nissan,40078,2019,Rogue,SUV,15175,NY,Smithtown,Caspian Blue,Charcoal,https://www.hertzcarsales.com/certified/Nissan/2019-Nissan-Rogue-8de635980a0e0a6b10e26e51398db1ec.htm,Front-wheel Drive,Automatic,26,I-4 cyl,4,KNMAT2MT0KP526408,11787,Front-wheel Drive,primary,S,8de635980a0e0a6b10e26e51398db1ec,hertzcarsalessmithtown
0.0,15275,0,Mitsubishi,21635,2019,Outlander Sport,CUV,15275,NY,Smithtown,Labrador Black,Black,https://www.hertzcarsales.com/certified/Mitsubishi/2019-Mitsubishi-Outlander+Sport-7b5041810a0e0ae7126286ae60ac19a9.htm,4x4,Automatic,23,I-4 cyl,4,JA4AR3AU6KU019395,11787,4x4,primary,2.0 ES,7b5041810a0e0ae7126286ae60ac19a9,hertzcarsalessmithtown
0.0,15375,0,Chevrolet,43658,2018,Equinox,SUV,15375,NY,Smithtown,Sliver,ICE,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2018-Chevrolet-Equinox-2ed0053d0a0e0ae827b60b99570cdb43.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,2GNAXSEV2J6293657,11787,All-wheel Drive,primary,LT,2ed0053d0a0e0ae827b60b99570cdb43,hertzcarsalessmithtown
0.0,15875,0,Chevrolet,46057,2018,Equinox,SUV,15875,NY,Smithtown,White,Summit,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2018-Chevrolet-Equinox-01ef429c0a0e0ae71e4d0d97dce0a2b3.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,3GNAXSEV7JS570045,11787,All-wheel Drive,primary,LT,01ef429c0a0e0ae71e4d0d97dce0a2b3,hertzcarsalessmithtown
0.0,15975,0,Buick,42237,2019,Encore,SUV,15975,NY,Smithtown,Quicksilver,BLA,https://www.hertzcarsales.com/certified/Buick/2019-Buick-Encore-7b503f620a0e0ae7126286ae58ecc6d7.htm,Front-wheel Drive,Automatic,25,I-4 cyl,4,KL4CJCSM4KB764964,11787,Front-wheel Drive,primary,Essence,7b503f620a0e0ae7126286ae58ecc6d7,hertzcarsalessmithtown
0.0,15975,0,Hyundai,23824,2019,Kona,SUV,15975,NY,Smithtown,Thunder Gray,BLA,https://www.hertzcarsales.com/certified/Hyundai/2019-Hyundai-Kona-7bc8a7f90a0e0a1774ba5a3bb8921ac6.htm,All-wheel Drive,Automatic,25,I-4 cyl,4,KM8K1CAA0KU340514,11787,All-wheel Drive,primary,SE,7bc8a7f90a0e0a1774ba5a3bb8921ac6,hertzcarsalessmithtown
0.0,16375,0,Kia,43227,2019,Sorento,SUV,16375,NY,Smithtown,Graphite,Platin,BLA,https://www.hertzcarsales.com/certified/Kia/2019-Kia-Sorento-763e32570a0e0a1774ba5a3bef5e1b3a.htm,Front-wheel Drive,Automatic,19,V-6 cyl,4,5XYPG4A55KG481503,11787,Front-wheel Drive,primary,3.3L LX,763e32570a0e0a1774ba5a3bef5e1b3a,hertzcarsalessmithtown
0.0,16475,0,Hyundai,20516,2019,Kona,SUV,16475,NY,Smithtown,Chalk White,BLA,https://www.hertzcarsales.com/certified/Hyundai/2019-Hyundai-Kona-9aebe1e30a0e0a1701a6410afe7f2ecf.htm,All-wheel Drive,Automatic,25,I-4 cyl,4,KM8K1CAA7KU340543,11787,All-wheel Drive,primary,SE,9aebe1e30a0e0a1701a6410afe7f2ecf,hertzcarsalessmithtown
0.0,16975,0,Kia,46136,2019,Sorento,SUV,16975,NY,Smithtown,Snow White Pearl,BLA,https://www.hertzcarsales.com/certified/Kia/2019-Kia-Sorento-b637dd7e0a0e0ae823c005a3fc457cf4.htm,Front-wheel Drive,Automatic,19,V-6 cyl,4,5XYPG4A51KG485550,11787,Front-wheel Drive,primary,3.3L LX,b637dd7e0a0e0ae823c005a3fc457cf4,hertzcarsalessmithtown
0.0,17475,0,Nissan,45705,2018,Pathfinder,SUV,17475,NY,Smithtown,Brilliant Silver,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-d09df2820a0e0a6b10e26e51bc9d2e4d.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM6JC654495,11787,4x4,primary,SV,d09df2820a0e0a6b10e26e51bc9d2e4d,hertzcarsalessmithtown
0.0,17670,0,Toyota,42555,2018,RAV4,SUV,17670,NY,Smithtown,Super White,BLA,https://www.hertzcarsales.com/certified/Toyota/2018-Toyota-RAV4-57b708780a0d04fe624e8cefa5c90840.htm,Front-wheel Drive,Automatic,23,I-4 cyl,4,2T3WFREV1JW476613,11787,Front-wheel Drive,primary,XLE,57b708780a0d04fe624e8cefa5c90840,hertzcarsalessmithtown
0.0,17675,0,Nissan,43802,2018,Pathfinder,SUV,17675,NY,Smithtown,White,Glacier,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-f43178e50a0e0a6b087d79edc95e959f.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM8JC647791,11787,4x4,primary,SV,f43178e50a0e0a6b087d79edc95e959f,hertzcarsalessmithtown
0.0,17675,0,Nissan,44699,2018,Pathfinder,SUV,17675,NY,Smithtown,Caspian Blue,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-672649cb0a0e0ae7126286ae1237bc6f.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM6JC647840,11787,4x4,primary,SV,672649cb0a0e0ae7126286ae1237bc6f,hertzcarsalessmithtown
0.0,17775,0,Nissan,45175,2018,Pathfinder,SUV,17775,NY,Smithtown,Brilliant Silver,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-4171a1420a0e0ae72d5a4711403216c2.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM7JC661827,11787,4x4,primary,SV,4171a1420a0e0ae72d5a4711403216c2,hertzcarsalessmithtown
0.0,17875,0,Toyota,28735,2019,C-HR,SUV,17875,NY,Smithtown,Black Sand Pearl,BLA,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-cfc65de30a0d04fe6e7f22d6829fcd8a.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,JTNKHMBXXK1032661,11787,Front-wheel Drive,primary,XLE,cfc65de30a0d04fe6e7f22d6829fcd8a,hertzcarsalessmithtown
0.0,17875,0,Toyota,35244,2019,C-HR,SUV,17875,NY,Smithtown,Black Sand Pearl,BLA,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-763e17f30a0d0cc76c2fea6c0d7c7a2a.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,JTNKHMBX7K1034612,11787,Front-wheel Drive,primary,XLE,763e17f30a0d0cc76c2fea6c0d7c7a2a,hertzcarsalessmithtown
0.0,17975,0,GMC,44349,2019,Terrain,SUV,17975,NY,Smithtown,Summit White,BLA,https://www.hertzcarsales.com/certified/GMC/2019-GMC-Terrain-cdcd4d6f0a0e0a6b32d029a1482d52ef.htm,Front-wheel Drive,Automatic,26,I-4 cyl,4,3GKALPEV8KL197146,11787,Front-wheel Drive,primary,SLT,cdcd4d6f0a0e0a6b32d029a1482d52ef,hertzcarsalessmithtown
0.0,17975,0,Toyota,27354,2019,C-HR,SUV,17975,NY,Smithtown,Silver Knockout,BLA,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-7b5035030a0d04fe088d71cfd9629091.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,JTNKHMBX2K1036932,11787,Front-wheel Drive,primary,XLE,7b5035030a0d04fe088d71cfd9629091,hertzcarsalessmithtown
0.0,17975,0,Toyota,29285,2019,C-HR,SUV,17975,NY,Smithtown,Silver Knockout,BLA,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-7b50470b0a0d0cc76c2fea6c65cef33d.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,JTNKHMBX4K1036303,11787,Front-wheel Drive,primary,XLE,7b50470b0a0d0cc76c2fea6c65cef33d,hertzcarsalessmithtown
0.0,17975,0,Toyota,14298,2019,C-HR,SUV,17975,NY,Smithtown,Magnetic Gray,Black,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-d145c34a0a0d0cc747661f10f838b47b.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,NMTKHMBX2KR090401,11787,Front-wheel Drive,primary,LE,d145c34a0a0d0cc747661f10f838b47b,hertzcarsalessmithtown
0.0,18375,0,Nissan,41647,2018,Pathfinder,SUV,18375,NY,Smithtown,White,Glacier,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-831ad03d0a0e0ae823c005a3996f7cd6.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM3JC662893,11787,4x4,primary,SV,831ad03d0a0e0ae823c005a3996f7cd6,hertzcarsalessmithtown
0.0,18875,0,Ford,44041,2019,Flex,SUV,18875,NY,Smithtown,White,Oxford,BLA,https://www.hertzcarsales.com/certified/Ford/2019-Ford-Flex-364e99f90a0e0a6b2d842c1fcfb1f44f.htm,Front-wheel Drive,Automatic,16,V-6 cyl,4,2FMGK5C89KBA10224,11787,Front-wheel Drive,primary,SEL,364e99f90a0e0a6b2d842c1fcfb1f44f,hertzcarsalessmithtown
0.0,19775,0,Jeep,43156,2019,Cherokee,SUV,19775,NY,Smithtown,Olive Green Pearlcoat,BLA,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Cherokee-aa61dbcd0a0e0ae71e4d0d97bab28b5c.htm,4x4,Automatic,19,V-6 cyl,4,1C4PJMDX4KD197678,11787,4x4,primary,Limited,aa61dbcd0a0e0ae71e4d0d97bab28b5c,hertzcarsalessmithtown
0.0,19975,0,Jeep,29057,2019,Compass,SUV,19975,NY,Smithtown,Granite Crystal,Ruby Red/Black,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Compass-a53cdd710a0e0a1701a6410adb662bf6.htm,4x4,Automatic,22,I-4 cyl,4,3C4NJDDB6KT733052,11787,4x4,primary,Trailhawk,a53cdd710a0e0a1701a6410adb662bf6,hertzcarsalessmithtown
0.0,19975,0,Nissan,13930,2020,Rogue,SUV,19975,NY,Smithtown,Glacier White,Charcoal,https://www.hertzcarsales.com/certified/Nissan/2020-Nissan-Rogue-763e4ed00a0e0a1774ba5a3b2f6b1760.htm,All-wheel Drive,Automatic,25,I-4 cyl,4,KNMAT2MV4LP527998,11787,All-wheel Drive,primary,S,763e4ed00a0e0a1774ba5a3b2f6b1760,hertzcarsalessmithtown
0.0,20475,0,GMC,42650,2019,Terrain,SUV,20475,NY,Smithtown,Summit White,BLA,https://www.hertzcarsales.com/certified/GMC/2019-GMC-Terrain-cfc65c930a0e0ae75f1d9dd02181dc65.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,3GKALVEV5KL191521,11787,All-wheel Drive,primary,SLT,cfc65c930a0e0ae75f1d9dd02181dc65,hertzcarsalessmithtown
0.0,20475,0,GMC,39269,2019,Terrain,SUV,20475,NY,Smithtown,Quicksilver,BLA,https://www.hertzcarsales.com/certified/GMC/2019-GMC-Terrain-57b704810a0e0a1774ba5a3b378b4855.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,3GKALVEV3KL235788,11787,All-wheel Drive,primary,SLT,57b704810a0e0a1774ba5a3b378b4855,hertzcarsalessmithtown
0.0,20575,0,Jeep,24200,2019,Compass,SUV,20575,NY,Smithtown,Billet Silver,Ruby Red/Black,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Compass-d20c76090a0e0a175862f2ef1a8942a0.htm,4x4,Automatic,22,I-4 cyl,4,3C4NJDDB2KT733033,11787,4x4,primary,Trailhawk,d20c76090a0e0a175862f2ef1a8942a0,hertzcarsalessmithtown
0.0,20675,0,Jeep,23252,2019,Compass,SUV,20675,NY,Smithtown,White,Ruby Red/Black,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Compass-a4c5d24a0a0e0a1701a6410afa793fa3.htm,4x4,Automatic,22,I-4 cyl,4,3C4NJDDB6KT733259,11787,4x4,primary,Trailhawk,a4c5d24a0a0e0a1701a6410afa793fa3,hertzcarsalessmithtown
0.0,20975,0,Buick,8131,2020,Encore,SUV,20975,NY,Smithtown,Summit White,BLA,https://www.hertzcarsales.com/certified/Buick/2020-Buick-Encore-a4c5d01c0a0e0a1701a6410a491e80bf.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,KL4CJGSB0LB044343,11787,All-wheel Drive,primary,Essence,a4c5d01c0a0e0a1701a6410a491e80bf,hertzcarsalessmithtown
0.0,20975,0,Buick,7241,2020,Encore,SUV,20975,NY,Smithtown,Summit White,Black,https://www.hertzcarsales.com/certified/Buick/2020-Buick-Encore-a4c5d08a0a0e0a1701a6410a911c6564.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,KL4CJGSB3LB049021,11787,All-wheel Drive,primary,Essence,a4c5d08a0a0e0a1701a6410a911c6564,hertzcarsalessmithtown
0.0,20975,0,Jeep,21125,2019,Compass,SUV,20975,NY,Smithtown,Blue,Jazz,Ruby Red/Black,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Compass-9aec01380a0e0a1701a6410a21ce022e.htm,4x4,Automatic,22,I-4 cyl,4,3C4NJDDB6KT759862,11787,4x4,primary,Trailhawk,9aec01380a0e0a1701a6410a21ce022e,hertzcarsalessmithtown
0.0,21175,0,Buick,8304,2020,Encore,SUV,21175,NY,Smithtown,Summit White,BLA,https://www.hertzcarsales.com/certified/Buick/2020-Buick-Encore-763e28d80a0e0a1774ba5a3b49ffb281.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,KL4CJGSB2LB044280,11787,All-wheel Drive,primary,Essence,763e28d80a0e0a1774ba5a3b49ffb281,hertzcarsalessmithtown
0.0,21175,0,Buick,9139,2020,Encore,SUV,21175,NY,Smithtown,Summit White,BLA,https://www.hertzcarsales.com/certified/Buick/2020-Buick-Encore-763e2b4a0a0e0a1774ba5a3bdd2344de.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,KL4CJGSB5LB044502,11787,All-wheel Drive,primary,Essence,763e2b4a0a0e0a1774ba5a3bdd2344de,hertzcarsalessmithtown
0.0,21275,0,Buick,7888,2020,Encore,SUV,21275,NY,Smithtown,Summit White,BLA,https://www.hertzcarsales.com/certified/Buick/2020-Buick-Encore-763e2dd20a0e0a1774ba5a3b041eb359.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,KL4CJGSB9LB044356,11787,All-wheel Drive,primary,Essence,763e2dd20a0e0a1774ba5a3b041eb359,hertzcarsalessmithtown
0.0,21275,0,Volkswagen,22226,2019,Tiguan,SUV,21275,NY,Smithtown,White,Pure,BLA,https://www.hertzcarsales.com/certified/Volkswagen/2019-Volkswagen-Tiguan-cdcd52f90a0e0a6b32d029a106a27598.htm,Front-wheel Drive,Automatic,22,I-4 cyl,4,3VV3B7AX3KM066376,11787,Front-wheel Drive,primary,2.0T SE,cdcd52f90a0e0a6b32d029a106a27598,hertzcarsalessmithtown
0.0,21475,0,Jeep,22886,2019,Compass,SUV,21475,NY,Smithtown,Billet Silver,Ruby Red/Black,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Compass-763dda990a0e0a1774ba5a3bba22bfea.htm,4x4,Automatic,22,I-4 cyl,4,3C4NJDDB8KT748068,11787,4x4,primary,Trailhawk,763dda990a0e0a1774ba5a3bba22bfea,hertzcarsalessmithtown
0.0,21475,0,Nissan,46326,2018,Pathfinder,SUV,21475,NY,Smithtown,White,Glacier,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-a80f05240a0e0ae77f0ab89edafceaf0.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM3JC663056,11787,4x4,primary,SV,a80f05240a0e0ae77f0ab89edafceaf0,hertzcarsalessmithtown
0.0,22175,0,Jeep,18153,2019,Compass,SUV,22175,NY,Smithtown,White,Ruby Red/Black,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Compass-763dcf5e0a0e0a1774ba5a3b36b1119d.htm,4x4,Automatic,22,I-4 cyl,4,3C4NJDDBXKT733247,11787,4x4,primary,Trailhawk,763dcf5e0a0e0a1774ba5a3b36b1119d,hertzcarsalessmithtown
0.0,22975,0,Toyota,27819,2019,RAV4,SUV,22975,NY,Smithtown,Gray,Magnetic,BLA,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-RAV4-763e1d030a0d0cc76c2fea6c07cb2d01.htm,All-wheel Drive,Automatic,25,I-4 cyl,4,JTMP1RFV7KD007526,11787,All-wheel Drive,primary,XLE,763e1d030a0d0cc76c2fea6c07cb2d01,hertzcarsalessmithtown
0.0,25775,0,INFINITI,33493,2018,QX60,SUV,25775,NY,Smithtown,Platinum,Liquid,BLA,https://www.hertzcarsales.com/certified/INFINITI/2018-INFINITI-QX60-831ad0880a0e0ae823c005a323279e46.htm,All-wheel Drive,Automatic,19,V-6 cyl,4,5N1DL0MM9JC532896,11787,All-wheel Drive,primary,Base,831ad0880a0e0ae823c005a323279e46,hertzcarsalessmithtown
0.0,25975,0,INFINITI,33204,2018,QX60,SUV,25975,NY,Smithtown,Blue,Hagane,BLA,https://www.hertzcarsales.com/certified/INFINITI/2018-INFINITI-QX60-aa61de5e0a0e0ae71e4d0d97c5f2640d.htm,All-wheel Drive,Automatic,19,V-6 cyl,4,5N1DL0MM3JC533915,11787,All-wheel Drive,primary,Base,aa61de5e0a0e0ae71e4d0d97c5f2640d,hertzcarsalessmithtown
0.0,25975,0,Nissan,9105,2020,Murano,SUV,25975,NY,Smithtown,Brilliant Silver,BLA,https://www.hertzcarsales.com/certified/Nissan/2020-Nissan-Murano-9aec265f0a0e0a1701a6410affe83674.htm,All-wheel Drive,Automatic,20,V-6 cyl,4,5N1AZ2BSXLN106835,11787,All-wheel Drive,primary,SV,9aec265f0a0e0a1701a6410affe83674,hertzcarsalessmithtown
0.0,26975,0,Ford,6823,2020,Edge,SUV,26975,NY,Smithtown,Agate Black,BLA,https://www.hertzcarsales.com/certified/Ford/2020-Ford-Edge-a4c5ce7f0a0e0a1701a6410ac62da832.htm,All-wheel Drive,Automatic,21,I-4 cyl,4,2FMPK4J91LBA44715,11787,All-wheel Drive,primary,SEL,a4c5ce7f0a0e0a1701a6410ac62da832,hertzcarsalessmithtown
0.0,28275,0,Jeep,37611,2019,Grand Cherokee,SUV,28275,NY,Smithtown,Diamond Black Crystal Pearlcoat,BLA,https://www.hertzcarsales.com/certified/Jeep/2019-Jeep-Grand+Cherokee-9aebe88d0a0e0a1701a6410a146b0d3e.htm,4x4,Automatic,18,V-6 cyl,4,1C4RJFBG9KC711778,11787,4x4,primary,Limited,9aebe88d0a0e0a1701a6410a146b0d3e,hertzcarsalessmithtown
0.0,28875,0,CADILLAC,34699,2019,XT5,SUV,28875,NY,Smithtown,Radiant Silver,BLA,https://www.hertzcarsales.com/certified/CADILLAC/2019-CADILLAC-XT5-63d3bf430a0e0ae823c005a35aa15ae7.htm,Front-wheel Drive,Automatic,19,V-6 cyl,4,1GYKNERS2KZ215786,11787,Front-wheel Drive,primary,Premium Luxury,63d3bf430a0e0ae823c005a35aa15ae7,hertzcarsalessmithtown
0.0,32575,0,Mercedes-Benz,16310,2018,GLC 300,SUV,32575,NY,Smithtown,Black,Tan,https://www.hertzcarsales.com/certified/Mercedes-Benz/2018-Mercedes-Benz-GLC+300-cfc661ae0a0e0ae75f1d9dd005576580.htm,All-wheel Drive,Automatic,21,I-4 cyl,4,WDC0G4KB9JV076509,11787,All-wheel Drive,primary,Base,cfc661ae0a0e0ae75f1d9dd005576580,hertzcarsalessmithtown
0.0,34775,0,Chevrolet,41643,2018,Tahoe,SUV,34775,NY,Smithtown,Silver ICE,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2018-Chevrolet-Tahoe-831acb8e0a0e0ae823c005a35645151f.htm,4x4,Automatic,16,V-8 cyl,4,1GNSKBKC7JR392193,11787,4x4,primary,LT,831acb8e0a0e0ae823c005a35645151f,hertzcarsalessmithtown
0.0,36975,0,GMC,43000,2019,Yukon XL,SUV,36975,NY,Smithtown,Quicksilver,BLA,https://www.hertzcarsales.com/certified/GMC/2019-GMC-Yukon+XL-9aec0d2d0a0e0a1701a6410a0fad02db.htm,4x4,Automatic,14,V-8 cyl,4,1GKS2GKC8KR164571,11787,4x4,primary,SLT,9aec0d2d0a0e0a1701a6410a0fad02db,hertzcarsalessmithtown
0.0,38975,0,GMC,40245,2019,Yukon,SUV,38975,NY,Smithtown,Onyx Black,BLA,https://www.hertzcarsales.com/certified/GMC/2019-GMC-Yukon-8de632fc0a0e0a6b10e26e5154f8c96c.htm,4x4,Automatic,15,V-8 cyl,4,1GKS2BKC9KR161066,11787,4x4,primary,SLT,8de632fc0a0e0a6b10e26e5154f8c96c,hertzcarsalessmithtown
0.0,39375,0,Ford,32341,2019,Expedition,SUV,39375,NY,Smithtown,Agate Black,BLA,https://www.hertzcarsales.com/certified/Ford/2019-Ford-Expedition-8de632280a0e0a6b10e26e51712dd2b0.htm,4x4,Automatic,17,V-6 cyl,4,1FMJU1JT0KEA36571,11787,4x4,primary,XLT,8de632280a0e0a6b10e26e51712dd2b0,hertzcarsalessmithtown
0.0,40875,0,Chevrolet,24860,2019,Tahoe,SUV,40875,NY,Smithtown,Gray,Shadow,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2019-Chevrolet-Tahoe-763dc03b0a0e0a1774ba5a3b31f817f1.htm,4x4,Automatic,15,V-8 cyl,4,1GNSKBKC7KR378912,11787,4x4,primary,LT,763dc03b0a0e0a1774ba5a3b31f817f1,hertzcarsalessmithtown
0.0,46275,0,INFINITI,21010,2019,QX80,SUV,46275,NY,Smithtown,Graphite Shadow,BLA,https://www.hertzcarsales.com/certified/INFINITI/2019-INFINITI-QX80-ac4f19420a0e0ae823c005a300584ab6.htm,All-wheel Drive,Automatic,13,V-8 cyl,4,JN8AZ2NE6K9233619,11787,All-wheel Drive,primary,LUXE,ac4f19420a0e0ae823c005a300584ab6,hertzcarsalessmithtown
0.0,11997,0,Hyundai,71508,2016,Santa Fe Sport,SUV,11997,PA,Bensalem,null,null,https://www.hertzcarsales.com/certified/Hyundai/2016-Hyundai-Santa+Fe+Sport-a1cc7bb80a0e0a6b4da79abd0360acb5.htm,All-wheel Drive,null,19,I-4 cyl,4,5XYZTDLB7GG349616,19020,All-wheel Drive,primary,2.4L,a1cc7bb80a0e0a6b4da79abd0360acb5,hertzcarsalesbensalem
0.0,14397,0,Mitsubishi,22290,2019,Outlander Sport,CUV,14397,PA,Bensalem,null,Black,https://www.hertzcarsales.com/certified/Mitsubishi/2019-Mitsubishi-Outlander+Sport-514f72f20a0e0a6b6c1a274ff25bfe1a.htm,Front-wheel Drive,Automatic,24,I-4 cyl,4,JA4AP3AU7KU004992,19020,Front-wheel Drive,primary,2.0 LE,514f72f20a0e0a6b6c1a274ff25bfe1a,hertzcarsalesbensalem
0.0,15397,0,Chevrolet,43578,2019,Equinox,SUV,15397,PA,Bensalem,Gray, Watkins G,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2019-Chevrolet-Equinox-c71ff8cb0a0e0a6b10e26e513e47abe1.htm,Front-wheel Drive,Automatic,26,I-4 cyl,4,2GNAXKEV0K6166794,19020,Front-wheel Drive,primary,LT,c71ff8cb0a0e0a6b10e26e513e47abe1,hertzcarsalesbensalem
0.0,15697,0,Chevrolet,47468,2018,Equinox,SUV,15697,PA,Bensalem,Sliver,ICE,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2018-Chevrolet-Equinox-5742a7fd0a0e0adf45cbab0295de1019.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,3GNAXSEV7JS606798,19020,All-wheel Drive,primary,LT,5742a7fd0a0e0adf45cbab0295de1019,hertzcarsalesbensalem
0.0,15997,0,Chevrolet,43898,2018,Equinox,SUV,15997,PA,Bensalem,White,Summit,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2018-Chevrolet-Equinox-b1142f100a0e0a1720ee2fe3ed1dbe59.htm,All-wheel Drive,Automatic,24,I-4 cyl,4,2GNAXSEV1J6300520,19020,All-wheel Drive,primary,LT,b1142f100a0e0a1720ee2fe3ed1dbe59,hertzcarsalesbensalem
0.0,16297,0,Toyota,29289,2019,C-HR,SUV,16297,PA,Bensalem,Silver Knockout,Black,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-56094f410a0d04fe4838ddbc8d8d90ab.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,JTNKHMBX2K1033349,19020,Front-wheel Drive,primary,LE,56094f410a0d04fe4838ddbc8d8d90ab,hertzcarsalesbensalem
0.0,16997,0,Chevrolet,42638,2019,Equinox,SUV,16997,PA,Bensalem,Gray, Watkins G,BLA,https://www.hertzcarsales.com/certified/Chevrolet/2019-Chevrolet-Equinox-c71ff0270a0e0a6b10e26e51a20d2aa0.htm,All-wheel Drive,Automatic,25,I-4 cyl,4,2GNAXUEV2K6192910,19020,All-wheel Drive,primary,LT,c71ff0270a0e0a6b10e26e51a20d2aa0,hertzcarsalesbensalem
0.0,16997,0,Nissan,79191,2018,Pathfinder,SUV,16997,PA,Bensalem,Gun Metallic,null,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-d40349570a0e0a17016b6695fbcd0087.htm,Front-wheel Drive,Automatic,20,V-6 cyl,4,5N1DR2MN2JC614648,19020,Front-wheel Drive,primary,S,d40349570a0e0a17016b6695fbcd0087,hertzcarsalesbensalem
0.0,17097,0,Kia,18671,2019,Niro,SUV,17097,PA,Bensalem,null,null,https://www.hertzcarsales.com/certified/Kia/2019-Kia-Niro-859218bb0a0e0a6b43a3789b9849323d.htm,Front-wheel Drive,Automatic,52,I-4 cyl,4,KNDCB3LC1K5258967,19020,Front-wheel Drive,primary,FE,859218bb0a0e0a6b43a3789b9849323d,hertzcarsalesbensalem
0.0,17097,0,Nissan,48391,2018,Pathfinder,SUV,17097,PA,Bensalem,Brilliant Silver,BLA,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-c71ffaaf0a0e0a6b10e26e51c6fa1039.htm,4x4,Automatic,19,V-6 cyl,4,5N1DR2MM7JC646583,19020,4x4,primary,SV,c71ffaaf0a0e0a6b10e26e51c6fa1039,hertzcarsalesbensalem
0.0,17097,0,Toyota,16977,2019,C-HR,SUV,17097,PA,Bensalem,Black Sand Pearl,Black,https://www.hertzcarsales.com/certified/Toyota/2019-Toyota-C-HR-560952090a0d04fe4838ddbc6bf3a829.htm,Front-wheel Drive,Automatic,27,I-4 cyl,4,JTNKHMBX8K1035400,19020,Front-wheel Drive,primary,LE,560952090a0d04fe4838ddbc6bf3a829,hertzcarsalesbensalem
0.0,17197,0,Jeep,41847,2018,Renegade,SUV,17197,PA,Bensalem,Colorado Red,Black,https://www.hertzcarsales.com/certified/Jeep/2018-Jeep-Renegade-a34a3fe50a0e0adf2ba66a5978bcef36.htm,4x4,Automatic,21,I-4 cyl,4,ZACCJBCB7JPG96774,19020,4x4,primary,Trailhawk,a34a3fe50a0e0adf2ba66a5978bcef36,hertzcarsalesbensalem
0.0,17497,0,Nissan,84300,2018,Pathfinder,SUV,17497,PA,Bensalem,null,null,https://www.hertzcarsales.com/certified/Nissan/2018-Nissan-Pathfinder-454e60da0a0e0ae86cefb77b649199c2.htm,Front-wheel Drive,Automatic,20,V-6 cyl,4,5N1DR2MN3JC673563,19020,Front-wheel Drive,primary,S,454e60da0a0e0ae86cefb77b649199c2,hertzcarsalesbensalem
